ahead_fixations_55_45,behind_fixations_55_45,ahead_fixations_60_40,behind_fixations_60_40
0.25426136363636365,0.32909498878085264,0.25,0.0389036251105217
0.13914924297043985,0.1759186864738077,0.2766917293233083,0.045534150612959734
0.3895027624309392,0.26371149511645375,0.14065639651707973,0.0
0.17692307692307696,0.02613827993254636,0.14219881500987497,0.0
0.28303303303303307,0.0,0.21751615218951903,0.0
0.14771904417089066,0.1251908396946565,0.21052631578947367,0.0
0.24190064794816413,0.29230769230769227,0.23813002191380572,0.0
0.3302752293577982,0.0,0.267056530214425,0.03140265177948365
0.37724137931034485,0.4751091703056769,0.3340486409155937,0.0
0.18832684824902723,0.23657474600870831,0.34428473648186175,0.36132511556240365
0.3494339622641509,0.4249456127628717,0.32768777614138433,0.12403100775193798
0.3415605095541401,0.3530249110320285,0.3768913342503438,0.18939393939393945
0.3054074638233054,0.25639039504260264,0.2997918112421929,0.0
0.2994350282485876,0.34737620103473765,0.26974664679582716,0.22893481717011133
0.2636289666395444,0.0031104199066873672,0.2092330603127327,0.1998355263157895
0.45420974889217136,0.2961647727272727,0.3214525891055817,0.31879699248120297
0.4155038759689923,0.23064770932069512,0.15726062143310082,0.3050228310502283
0.02972399150743099,0.3602378929481733,0.046496815286624193,0.586687306501548
0.2898172323759791,0.4848732624693377,0.16005291005291,0.4782608695652174
0.09206798866855526,0.4798479087452472,0.08765195137555981,0.44426494345718903
0.13736654804270465,0.4761171032357473,0.07578806170355468,0.4806763285024155
0.0576642335766423,0.18572524942440527,0.06267806267806264,0.09180918091809176
0.21927162367223063,0.1817420435510888,0.17852604828462515,0.38888888888888884
0.15495086923658352,0.4532554257095158,0.3401015228426396,0.09230769230769231
0.7423133235724744,0.2001633986928104,0.4652076318742986,0.037892791127541625
0.5254612546125461,0.0466613032984714,0.6936370777690495,0.14430147058823528
0.6258111031002163,0.16099773242630389,0.581306990881459,0.02725563909774431
0.6122778675282714,0.017470881863560717,0.7120115774240232,0.16149068322981364
0.6445461479786423,0.14149443561208264,0.7816176470588235,0.0
0.4398073836276083,0.021986970684039098,0.7710843373493976,0.20408163265306123
0.4747774480712166,0.03875379939209722,0.6197643979057592,0.0
0.40608365019011405,0.047177759056444835,0.4931862426995457,0.1435406698564593
0.49692832764505124,0.3676092544987146,0.6276595744680851,0.33840304182509506
0.2149321266968326,0.23896752706078273,0.40165499681731376,0.2189292543021033
0.36612426035502954,0.3115942028985508,0.3569620253164557,0.155893536121673
0.4036440084092502,0.25389948006932406,0.3228395061728395,0.3384615384615385
0.3529411764705882,0.3908872901678657,0.4711226476314082,0.12931885488647576
0.4553499597747386,0.16610169491525428,0.044128646222887036,0.0
0.5331616226658081,0.6022012578616351,0.1820276497695853,0.05032021957914001
0.387007601935038,0.3353448275862069,0.1631901840490797,0.2111517367458866
0.11061618411284335,0.24489795918367352,0.15369522563767168,0.25140712945590993
0.1811978771796816,0.09519725557461411,0.22781271837875616,0.09074074074074079
0.11243072050672998,0.13043478260869568,0.4263824117255163,0.10967184801381691
0.23706896551724133,0.21921182266009853,0.34254807692307687,0.12092130518234168
0.11209842788790159,0.3443877551020408,0.4690934065934066,0.15217391304347827
0.1269284712482468,0.20923076923076922,0.4263465282284231,0.46746575342465757
0.17215870880968398,0.31982758620689655,0.36399326977005053,0.18823529411764706
0.14472777394900072,0.2757385854968666,0.3786057692307693,0.13624220837043632
0.38320610687022905,0.2586776859504132,0.3315282791817088,0.2238667900092507
0.3979885057471264,0.3500797448165869,0.2775410833840536,0.010801080108010841
0.3540229885057471,0.08443708609271527,0.042223786066150626,0.12398190045248869
0.44986449864498645,0.24163879598662208,0.16035634743875282,0.07204861111111116
0.38980807412309726,0.24283305227655982,0.28190104166666663,0.2598290598290598
0.38602681721947774,0.2707006369426752,0.19788519637462232,0.12777777777777777
0.2720994475138122,0.2377994676131322,0.20585842148087874,0.23370110330992977
0.3294117647058824,0.38183217859892227,0.15606508875739644,0.0948121645796064
0.21858736059479555,0.24517684887459812,0.2363112391930836,0.10094339622641513
0.17688266199649738,0.13418803418803416,,
0.202247191011236,0.1645056726094003,,
0.2143467122117848,0.14453781512605046,,
0.28080000000000005,0.1435768261964736,,
0.18292682926829273,0.22886421861656703,,
0.28559738134206214,0.22212978369384362,,
0.2041139240506329,0.10090984284532667,,
